"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"86","Ireland launches new economic growth metric https://t.co/ne2q4ux8mv",FALSE,42,NA,2017-02-03 17:20:08,FALSE,NA,"827567360022282241",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",27,FALSE,FALSE,NA,NA
"87","Watch the Super Bowl better: How to use Alexa, Siri and other apps before, during and after the game https://t.co/3G20TK9i8j",FALSE,19,NA,2017-02-03 17:05:05,FALSE,NA,"827563573106851840",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",25,FALSE,FALSE,NA,NA
"88","Saks owner Hudson’s Bay makes takeover approach to Macy’s https://t.co/s7JvTD4DCk",FALSE,51,NA,2017-02-03 16:54:05,FALSE,NA,"827560802592907264",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",53,FALSE,FALSE,NA,NA
"89","What menswear designers want you to wear next fall https://t.co/0BMbF3wIRw",FALSE,34,NA,2017-02-03 16:39:58,FALSE,NA,"827557251871301633",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",16,FALSE,FALSE,NA,NA
"90","Deutsche Bank set to slash equities, fixed-income jobs https://t.co/g4u7yAoSU5",FALSE,30,NA,2017-02-03 16:27:56,FALSE,NA,"827554220744306689",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",32,FALSE,FALSE,NA,NA
"91","Trump administration sanctions 25 Iranian entities for alleged roles in missile development, terrorism https://t.co/y5rxuyNEDM",FALSE,99,NA,2017-02-03 15:37:18,FALSE,NA,"827541481040785409",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",81,FALSE,FALSE,NA,NA
"92","Macy's approached about takeover by Hudson's Bay, the Canadian owner of Saks and Lord &amp; Taylor https://t.co/Btu814Rcdb",FALSE,108,NA,2017-02-03 15:15:01,FALSE,NA,"827535872660746240",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",144,FALSE,FALSE,NA,NA
"93","Snapchat: A guide for grown-ups https://t.co/1v0jVnoUmM",FALSE,66,NA,2017-02-03 15:14:31,FALSE,NA,"827535745099374592",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",53,FALSE,FALSE,NA,NA
"94","Television sales often rise around the #SuperBowl, but delayed tax-refund checks this year could take toll on sales https://t.co/ZF5A80RrqI",FALSE,41,NA,2017-02-03 14:45:57,FALSE,NA,"827528557714874368",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",17,FALSE,FALSE,NA,NA
"95","Nasdaq’s new CEO Adena Friedman has a big job: reimagining the stock exchange  https://t.co/RDmMS7MlqD https://t.co/n2abXApDz4",FALSE,66,NA,2017-02-03 14:29:33,FALSE,NA,"827524429806698496",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",40,FALSE,FALSE,NA,NA
